1.9,0.6,1,0.0,53.13390313390313
1.9,0.6,2,0.0,51.70940170940171
1.9,0.6,100,0.0,52.635327635327634
1.9,0.6,200,0.0,53.06267806267806
1.9,0.6,300,0.0,52.27920227920228
1.9,0.8,1,0.0,52.56410256410256
1.9,0.8,2,0.0,52.635327635327634
1.9,0.8,100,0.0,53.06267806267806
1.9,0.8,200,0.0,51.566951566951566
1.9,0.8,300,0.0,52.706552706552706
2.0,0.6,1,0.0,52.56410256410256
2.0,0.6,2,0.0,51.92307692307692
2.0,0.6,100,0.0,52.84900284900285
2.0,0.6,200,0.0,52.20797720797721
2.0,0.6,300,0.0,53.63247863247863
2.0,0.8,1,0.0,52.35042735042735
2.0,0.8,2,0.0,52.84900284900285
2.0,0.8,100,0.0,53.06267806267806
2.0,0.8,200,0.0,53.06267806267806
2.0,0.8,300,0.0,52.136752136752136
2.1,0.6,1,0.0,53.56125356125356
2.1,0.6,2,0.0,51.92307692307692
2.1,0.6,100,0.0,52.84900284900285
2.1,0.6,200,0.0,51.42450142450142
2.1,0.6,300,0.0,51.495726495726494
2.1,0.8,1,0.0,53.205128205128204
2.1,0.8,2,0.0,54.344729344729345
2.1,0.8,100,0.0,52.635327635327634
2.1,0.8,200,0.0,52.56410256410256
2.1,0.8,300,0.0,52.92022792022792
2.2,0.6,1,0.0,51.78062678062678
2.2,0.6,2,0.0,51.99430199430199
2.2,0.6,100,0.0,53.34757834757835
2.2,0.6,200,0.0,52.77777777777778
2.2,0.6,300,0.0,52.49287749287749
2.2,0.8,1,0.0,52.27920227920228
2.2,0.8,2,0.0,51.495726495726494
2.2,0.8,100,0.0,52.92022792022792
2.2,0.8,200,0.0,52.49287749287749
2.2,0.8,300,0.0,52.49287749287749
2.3,0.6,1,0.0,51.06837606837607
2.3,0.6,2,0.0,52.49287749287749
2.3,0.6,100,0.0,52.77777777777778
2.3,0.6,200,0.0,52.84900284900285
2.3,0.6,300,0.0,52.635327635327634
2.3,0.8,1,0.0,51.78062678062678
2.3,0.8,2,0.0,51.92307692307692
2.3,0.8,100,0.0,52.92022792022792
2.3,0.8,200,0.0,51.92307692307692
2.3,0.8,300,0.0,52.77777777777778
