0.0,0.8,5,0.0,-439.3162393162393
0.0,0.8,10,0.0,-438.8888888888889
0.0,0.8,20,0.0,-439.17378917378915
0.0,0.8,25,0.0,-439.03133903133903
0.0,0.8,50,0.0,-439.17378917378915
0.0,1.0,5,0.0,-439.17378917378915
0.0,1.0,10,0.0,-439.03133903133903
0.0,1.0,20,0.0,-439.67236467236467
0.0,1.0,25,0.0,-439.3874643874644
0.0,1.0,50,0.0,-439.3162393162393
0.0,1.2,5,0.0,-439.1025641025641
0.0,1.2,10,0.0,-439.6011396011396
0.0,1.2,20,0.0,-439.3874643874644
0.0,1.2,25,0.0,-439.52991452991455
0.0,1.2,50,0.0,-439.1025641025641
0.0,1.4,5,0.0,-439.1025641025641
0.0,1.4,10,0.0,-439.3162393162393
0.0,0.8,5,0.0,-439.24501424501426
0.0,0.8,10,0.0,-439.1025641025641
0.0,0.8,20,0.0,-439.3162393162393
0.0,0.8,25,0.0,-439.3874643874644
0.0,0.8,50,0.0,-439.24501424501426
0.0,1.0,5,0.0,-439.52991452991455
0.0,1.0,10,0.0,-439.6011396011396
0.0,1.0,20,0.0,-439.17378917378915
0.0,1.0,25,0.0,-439.45868945868943
0.0,1.0,50,0.0,-438.960113960114
0.0,1.2,5,0.0,-439.45868945868943
0.0,1.2,10,0.0,-439.3874643874644
0.0,1.2,20,0.0,-439.45868945868943
0.0,1.2,25,0.0,-439.24501424501426
0.0,1.2,50,0.0,-439.24501424501426
0.0,1.4,5,0.0,-439.6011396011396
0.0,1.4,10,0.0,-439.03133903133903
0.0,1.4,20,0.0,-439.3162393162393
0.0,1.4,25,0.0,-439.24501424501426
0.0,1.4,50,0.0,-439.3874643874644
0.0,1.6,5,0.0,-438.960113960114
0.0,1.6,10,0.0,-439.03133903133903
0.0,1.6,20,0.0,-439.81481481481484
0.0,1.6,25,0.0,-439.1025641025641
0.0,1.6,50,0.0,-439.3162393162393
0.2,0.8,5,0.0,-122.72079772079772
0.2,0.8,10,0.0,-121.93732193732194
0.2,0.8,20,0.0,-121.22507122507122
0.2,0.8,25,0.0,-122.72079772079772
0.2,0.8,50,0.0,-122.43589743589743
0.2,1.0,5,0.0,-177.35042735042734
0.2,1.0,10,0.0,-177.13675213675214
0.2,1.0,20,0.0,-174.7150997150997
0.2,1.0,25,0.0,-179.41595441595442
0.2,1.0,50,0.0,-178.77492877492878
0.2,1.2,5,0.0,-238.3190883190883
0.2,1.2,10,0.0,-235.3988603988604
0.2,1.2,20,0.0,-237.67806267806267
0.2,1.2,25,0.0,-239.38746438746438
0.2,1.2,50,0.0,-237.82051282051282
0.2,1.4,5,0.0,-298.7891737891738
0.2,1.4,10,0.0,-297.36467236467234
0.2,1.4,20,0.0,-299.0740740740741
0.2,1.4,25,0.0,-296.22507122507125
0.2,1.4,50,0.0,-294.5868945868946
0.2,1.6,5,0.0,-352.63532763532766
0.2,1.6,10,0.0,-356.9088319088319
0.2,1.6,20,0.0,-352.63532763532766
